Ad clicked Date,Ad Title/Id
2025/01/26 17:43:55 UTC,617853146
2024/12/02 23:02:14 UTC,376608796
2025/02/06 04:18:02 UTC,556026454
2024/12/08 02:51:08 UTC,568439186
2025/02/06 04:18:03 UTC,556026454
2024/12/08 02:51:08 UTC,568439186
2025/02/13 06:18:21 UTC,575309904
2024/12/08 04:18:21 UTC,516135744
2025/02/17 00:59:34 UTC,431410096
2024/11/19 00:12:57 UTC,516135744
2025/06/22 20:10:53 UTC,651796356
2024/11/19 00:12:59 UTC,516135744
2025/06/22 20:13:59 UTC,731621976
2024/12/17 02:43:54 UTC,429516263
2025/06/29 20:54:18 UTC,632295136
2024/12/17 02:43:55 UTC,429516263
2025/06/29 20:54:29 UTC,614998113
2025/01/13 23:33:02 UTC,428090134
2025/06/29 20:54:31 UTC,614998113
2025/01/13 23:33:03 UTC,400368546
2025/07/07 20:25:33 UTC,744101746
2025/01/13 23:33:06 UTC,325816476
2025/07/07 20:25:31 UTC,744101746
2024/04/27 01:47:05 UTC,378442794
2025/07/07 20:25:38 UTC,744101746
2024/04/27 01:49:16 UTC,378442794
2025/07/13 23:32:32 UTC,698984013
2024/04/30 23:52:14 UTC,378442794
2025/07/13 23:32:46 UTC,748381296
2024/05/10 01:58:09 UTC,407422723
2024/07/21 18:57:18 UTC,411891894
2024/05/09 18:28:44 UTC,396726813
2024/07/21 18:57:27 UTC,382828774
2023/11/10 00:36:23 UTC,315632886
2024/07/29 02:52:21 UTC,274391706
2023/11/10 00:36:27 UTC,312972366
2024/08/01 03:04:49 UTC,396726813
2023/11/18 20:07:02 UTC,274392306
2023/08/31 02:19:36 UTC,205272284
2023/11/18 20:09:19 UTC,145111864
2023/08/31 02:20:06 UTC,205272284
2023/11/18 20:09:22 UTC,145111864
2023/09/29 21:21:26 UTC,128827676
2023/11/18 20:09:53 UTC,145111864
2023/09/27 23:49:44 UTC,145111864
2023/12/14 23:37:12 UTC,348333146
2023/10/02 19:00:00 UTC,145111864
2023/12/29 18:29:39 UTC,266868606
2023/10/02 19:00:01 UTC,145111864
2024/01/12 18:43:15 UTC,339563464
2023/10/02 19:00:07 UTC,166842896
2024/05/25 19:31:11 UTC,418971583
2025/08/15 03:06:35 UTC,577882696
2025/02/27 02:52:07 UTC,205272294
2024/11/04 03:49:17 UTC,449794426
2024/05/30 01:11:55 UTC,396761463
2025/08/15 03:06:37 UTC,577882696
2025/02/27 02:52:08 UTC,205272294
2024/11/09 16:45:51 UTC,205272294
2024/05/30 01:12:40 UTC,396761463
2025/08/15 03:06:37 UTC,577882696
2025/03/04 03:00:06 UTC,612140726
2024/11/29 01:18:16 UTC,429516263
2024/06/06 21:17:56 UTC,408865024
2025/08/15 03:06:38 UTC,577882696
2025/02/28 21:57:44 UTC,612079706
2024/11/29 01:18:20 UTC,429516263
2024/06/15 00:29:20 UTC,145111864
2025/08/15 03:07:28 UTC,577882696
2025/03/08 14:26:35 UTC,636690836
2024/11/29 01:18:23 UTC,516135744
2024/06/16 17:16:59 UTC,145111864
2025/08/20 20:49:03 UTC,417620754
2025/07/25 23:18:31 UTC,651796356
2024/11/29 01:18:23 UTC,429516263
2024/06/25 22:50:47 UTC,440596243
2025/08/20 01:22:48 UTC,829981816
2025/08/03 22:13:16 UTC,714821304
2024/11/29 01:18:23 UTC,516135744
2024/06/25 22:53:36 UTC,378442794
2025/08/20 01:22:45 UTC,829981816
2025/08/04 23:00:22 UTC,167163736
2024/06/25 22:53:37 UTC,439767646
2025/08/20 01:23:14 UTC,829981816
2025/08/08 12:04:05 UTC,672739304
2025/08/20 01:31:14 UTC,464305486
2025/08/14 22:23:30 UTC,721914764
2025/08/22 16:54:31 UTC,706114633
2025/08/14 22:23:48 UTC,721914764
2025/08/20 16:23:44 UTC,145111864
2025/08/15 21:42:31 UTC,339300584
2025/08/20 16:23:44 UTC,145111864
2025/08/16 21:01:17 UTC,427698984
2025/08/23 02:48:29 UTC,829559906
2024/01/27 01:07:24 UTC,346514614
2024/09/21 18:30:21 UTC,499173296
2024/01/27 01:07:24 UTC,346514614
2024/09/21 18:30:21 UTC,499173296
2024/01/27 01:08:11 UTC,346514614
2024/09/21 18:30:28 UTC,499173296
2024/02/11 04:04:12 UTC,266868126
2024/09/21 18:30:35 UTC,428603066
2025/03/22 23:48:40 UTC,589767364
2024/10/01 18:27:46 UTC,525493806
2025/04/01 16:39:57 UTC,657880546
2024/10/21 23:51:54 UTC,370073376
2025/04/01 16:40:02 UTC,657880546
2025/05/29 03:07:16 UTC,672739304
2025/04/01 16:40:03 UTC,575475084
2025/06/04 19:28:11 UTC,710065946
2025/04/09 00:12:46 UTC,614998113
2025/06/11 22:01:52 UTC,675915596
2025/04/09 00:12:47 UTC,614998113
2024/08/10 15:14:08 UTC,491670716
2025/04/09 00:12:48 UTC,614998113
2024/08/31 22:17:23 UTC,438912334
2025/04/09 00:12:48 UTC,614998113
2024/09/06 18:55:58 UTC,468360096
2025/04/09 00:12:49 UTC,614998113
2024/09/06 18:53:05 UTC,468360096
2025/04/09 00:12:50 UTC,614998113
2024/09/14 02:32:15 UTC,449794426
2025/04/06 00:11:15 UTC,166832596
2025/04/25 15:36:06 UTC,645937766
2025/04/16 15:17:09 UTC,364838333
2025/04/25 15:36:16 UTC,645937766
2024/03/31 00:08:05 UTC,385298893
2025/04/25 15:36:16 UTC,645937766
2024/03/31 00:08:38 UTC,385298893
2025/05/06 01:37:33 UTC,674503393
2024/04/01 18:13:29 UTC,145111864
2025/05/06 01:37:36 UTC,674503393
2024/04/04 15:48:35 UTC,393160886
2025/05/06 01:37:48 UTC,674503393
2024/04/09 01:02:42 UTC,385298893
2025/05/06 01:42:16 UTC,674503393
2024/04/09 01:02:55 UTC,346514614
2025/05/10 18:50:30 UTC,651249406
2024/04/09 01:14:37 UTC,377099716
2025/05/16 03:32:40 UTC,376873156
2024/04/12 01:58:08 UTC,373635154
2025/05/13 00:43:50 UTC,651249406
2025/05/22 23:52:06 UTC,672759744
2025/01/26 17:43:55 UTC,617853146
2024/12/02 23:02:14 UTC,376608796
2025/02/06 04:18:02 UTC,556026454
2024/12/08 02:51:08 UTC,568439186
2025/02/06 04:18:03 UTC,556026454
2024/12/08 02:51:08 UTC,568439186
2025/02/13 06:18:21 UTC,575309904
2024/12/08 04:18:21 UTC,516135744
2025/02/17 00:59:34 UTC,431410096
2024/11/19 00:12:57 UTC,516135744
2025/06/22 20:10:53 UTC,651796356
2024/11/19 00:12:59 UTC,516135744
2025/06/22 20:13:59 UTC,731621976
2024/12/17 02:43:54 UTC,429516263
2025/06/29 20:54:18 UTC,632295136
2024/12/17 02:43:55 UTC,429516263
2025/06/29 20:54:29 UTC,614998113
2025/01/13 23:33:02 UTC,428090134
2025/06/29 20:54:31 UTC,614998113
2025/01/13 23:33:03 UTC,400368546
2025/07/07 20:25:33 UTC,744101746
2025/01/13 23:33:06 UTC,325816476
2025/07/07 20:25:31 UTC,744101746
2024/04/27 01:47:05 UTC,378442794
2025/07/07 20:25:38 UTC,744101746
2024/04/27 01:49:16 UTC,378442794
2025/07/13 23:32:32 UTC,698984013
2024/04/30 23:52:14 UTC,378442794
2025/07/13 23:32:46 UTC,748381296
2024/05/10 01:58:09 UTC,407422723
2024/07/21 18:57:18 UTC,411891894
2024/05/09 18:28:44 UTC,396726813
2024/07/21 18:57:27 UTC,382828774
2023/11/10 00:36:23 UTC,315632886
2024/07/29 02:52:21 UTC,274391706
2023/11/10 00:36:27 UTC,312972366
2024/08/01 03:04:49 UTC,396726813
2023/11/18 20:07:02 UTC,274392306
2023/08/31 02:19:36 UTC,205272284
2023/11/18 20:09:19 UTC,145111864
2023/08/31 02:20:06 UTC,205272284
2023/11/18 20:09:22 UTC,145111864
2023/09/29 21:21:26 UTC,128827676
2023/11/18 20:09:53 UTC,145111864
2023/09/27 23:49:44 UTC,145111864
2023/12/14 23:37:12 UTC,348333146
2023/10/02 19:00:00 UTC,145111864
2023/12/29 18:29:39 UTC,266868606
2023/10/02 19:00:01 UTC,145111864
2024/01/12 18:43:15 UTC,339563464
2023/10/02 19:00:07 UTC,166842896
2024/05/25 19:31:11 UTC,418971583
2025/08/15 03:06:35 UTC,577882696
2025/02/27 02:52:07 UTC,205272294
2024/11/04 03:49:17 UTC,449794426
2024/05/30 01:11:55 UTC,396761463
2025/08/15 03:06:37 UTC,577882696
2025/02/27 02:52:08 UTC,205272294
